id,creditlimit,n_cards,os_balance,os_billing,tot_cash_advance_trx,tot_retail_trx,remaining_unpaid_balance,branchcode,rasio_pembayaranpayment_ratio,overlimit_pct,payment_ration_3months,payment_ration_6months,deliquncy_score,good_bad_flag,loan_tenure,total_trx,remaining_statement_balance_per_n_cards,remaining_statement_balance_per_limit,total_trx_per_limit,tot_trx_3months_per_limit,tot_trx_6months_per_limit,utilization_Rate_3months,utilization_Rate_6months
20210100032,5000000.0,3,4594088,3242993.0,0.0,602256.0,3760690.0,B,27.53,0.0,25.38,58.46,0,0,2.583333333,602256.0,1253563.3329999999,0.752138,0.1204512,0.1292548,0.24666,0.843642,0.886495934
20210100033,20000000.0,2,20677879,16368603.0,0.0,3930500.0,20585838.0,A,10.12,3.62,53.04,99.83,0,0,0.916666667,3930500.0,10292919.0,1.0292919,0.196525,0.217989425,0.37957255,0.839397013,0.3786873
20210100034,5000000.0,2,3453946,1876878.0,0.0,0.0,0.0,C,100.44,0.0,91.37,118.94,0,0,5.333333333,0.0,0.0,0.0,0.0,0.4831794,0.569841534,0.59164695,0.271449934
20210100035,3000000.0,2,171772,135352.0,0.0,0.0,179265.0,I,100.0,0.0,75.05,50.09,0,0,7.666666667,0.0,89632.5,0.059754999999999996,0.0,0.0,0.21111111,0.286799917,0.42285211
20210100037,12000000.0,2,9780823,11222392.0,0.0,0.0,9448678.0,A,0.0,0.0,17.27,28.07,0,0,7.75,0.0,4724339.0,0.787389833,0.0,0.081079896,0.052916667,1.053099104,1.1798415
20210100038,8000000.0,2,55083,23120.0,0.0,0.0,0.0,F,0.0,0.0,0.0,0.0,0,1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.011222063000000001,0.022408334
20210100040,3000000.0,2,1893762,210624.0,0.0,1905600.0,1926030.0,F,99.78,0.0,68.17,62.3,0,0,0.75,1905600.0,963015.0,0.6420100000000001,0.6352,0.26171625,0.06861689,0.5200520829999999,0.560707443
20210100041,12000000.0,2,126948,132613.0,0.0,0.0,0.0,A,0.0,0.0,49.91,100.0,0,0,8.75,0.0,0.0,0.0,0.0,0.027564875,-0.08155888900000001,0.224720438,1.0049555000000001
20210100042,3000000.0,5,2956836,3615236.0,0.0,311810.0,2558147.0,F,0.0,0.0,8.98,12.09,0,0,3.916666667,311810.0,511629.4,0.852715667,0.103936667,0.015604167,0.128203777,1.08686375,1.1710035570000001
20210100043,6000000.0,3,5747546,5754698.0,1300000.0,0.0,5757744.0,I,42.09,0.0,75.02,99.94,0,1,11.83333333,1300000.0,1919248.0,0.959624,0.21666666699999998,0.265279208,0.010605833,0.72755125,0.548551833
20210100044,50000000.0,3,21967,43448.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0,0,15.5,0.0,0.0,0.0,0.0,0.0,1.17e-06,0.000519945,4.6200000000000005e-05
20210100045,5000000.0,2,4973709,4961724.0,0.0,1542550.0,4920127.0,J,100.0,0.0,100.0,98.04,0,0,3.666666667,1542550.0,2460063.5,0.9840254,0.30851,0.5023414,0.554941466,0.97867925,0.9648004659999999
20210100046,5000000.0,2,4821008,4822143.0,0.0,0.0,4898977.0,A,0.0,0.0,88.03,98.77,0,0,3.583333333,0.0,2449488.5,0.9797954,0.0,0.28,0.1299002,0.65312845,0.14734679999999997
20210100047,89000000.0,2,101091439,75619978.0,0.0,1029809.0,98145225.0,A,0.0,8.41,25.09,66.67,0,0,7.0,1029809.0,49072612.5,1.102755337,0.011570888,0.065478385,0.143519674,1.175830458,1.072658655
20210100048,5000000.0,2,327205,171818.0,0.0,226000.0,220896.0,H,0.0,0.0,75.24,100.0,0,0,3.25,226000.0,110448.0,0.044179199999999995,0.0452,0.013915,0.0272,0.03880065,0.164730934
20210100050,5000000.0,2,111507,116930.0,0.0,0.0,0.0,A,100.0,0.0,75.0,66.67,0,0,0.833333333,0.0,0.0,0.0,0.0,0.10124825,0.05,0.08558239999999999,0.066693734
20210100051,28000000.0,2,268035,247357.0,0.0,0.0,0.0,A,0.0,0.0,0.0,70.88,0,0,10.66666667,0.0,0.0,0.0,0.0,0.000698214,0.0,0.004056616,0.000137143
20210100053,59000000.0,2,8455504,2444783.0,0.0,5722000.0,0.0,A,101.2,0.0,107.46,100.91,0,0,6.5,5722000.0,0.0,0.0,0.096983051,0.104708699,0.129092169,0.12663993199999998,0.146443294
20210100054,7000000.0,4,1845697,1846366.0,0.0,7125.0,1901297.0,H,10.01,0.0,7.6,10.45,0,0,12.0,7125.0,475324.25,0.271613857,0.001017857,0.018885713999999998,0.020347999999999998,0.269335714,0.234366667
20210100055,30000000.0,3,25205710,15305099.0,0.0,450000.0,26562496.0,A,24.07,2.15,24.61,15.96,0,0,3.083333333,450000.0,8854165.332999999,0.885416533,0.015,0.0625,0.0,1.340845267,1.4072043330000001
20210100057,20000000.0,2,22657337,4773869.0,0.0,22198709.0,22651335.0,E,9.21,13.18,109.43,133.33,0,0,2.583333333,22198709.0,11325667.5,1.13256675,1.10993545,0.696059013,0.61040315,0.673379025,0.6771992170000001
20210100058,7000000.0,2,5963376,5992516.0,0.0,0.0,0.0,A,0.0,0.0,72.76,64.45,0,0,3.5,0.0,0.0,0.0,0.0,0.31137367899999996,0.307214904,0.8184278209999999,0.5457908570000001
20210100059,40000000.0,3,37951360,21456475.0,0.0,11487871.0,22948029.0,E,10.32,0.0,67.77,91.59,0,1,14.83333333,11487871.0,7649343.0,0.573700725,0.287196775,0.35032026299999997,0.567534317,0.787152813,0.59771905
20210100060,8000000.0,3,10253092,10271226.0,0.0,0.0,10032277.0,A,14.44,27.76,11.62,66.64,0,0,3.666666667,0.0,3344092.333,1.254034625,0.0,0.072069719,0.414978125,1.218362781,1.270721166
20210100061,8000000.0,4,1486074,1357500.0,0.0,0.0,1950412.0,A,45.35,0.0,50.0,47.46,0,0,10.66666667,0.0,487603.0,0.24380149999999998,0.0,0.06859375,0.046425,0.22252475,0.281731625
20210100062,5000000.0,2,3717733,3724588.0,0.0,0.0,3647207.0,A,18.24,0.0,10.38,13.11,0,1,1.25,0.0,1823603.5,0.7294414,0.0,0.0,0.058427665999999996,0.74495595,0.765569666
20210100063,13000000.0,2,15362171,15636016.0,0.0,52000.0,15449105.0,A,0.0,16.63,4.91,14.06,0,1,10.66666667,52000.0,7724552.5,1.188392692,0.004,0.006355769,0.017325513,1.078112096,1.0468303079999999
20210100064,7000000.0,3,4327068,3311700.0,0.0,3228794.0,4750114.0,A,100.0,0.0,75.56,66.67,0,0,11.83333333,3228794.0,1583371.333,0.6785877140000001,0.461256286,0.28571428600000004,0.25683047600000003,0.378177143,0.255704333
20210100065,13000000.0,2,7914612,6101313.0,0.0,1682000.0,7297467.0,A,30.3,0.0,29.83,92.87,0,0,5.0,1682000.0,3648733.5,0.561343615,0.129384615,0.11125982699999999,0.260028513,0.596084135,0.22789115399999998
20210100066,5000000.0,2,324553,305193.0,0.0,71000.0,290873.0,A,0.0,0.0,75.0,109.71,0,0,5.166666667,71000.0,145436.5,0.0581746,0.0142,0.0277998,0.050789999999999995,0.0278385,0.08243233400000001
20210100067,3000000.0,3,3217728,1808873.0,900000.0,525595.0,820607.0,F,41.81,7.62,21.89,5.57,0,0,9.0,1425595.0,273535.6667,0.273535667,0.475198333,0.1423,0.051766667,0.746075167,0.851159333
20210100068,7000000.0,2,6683524,6528071.0,0.0,0.0,6694891.0,J,10.15,0.0,25.0,33.34,0,0,3.916666667,0.0,3347445.5,0.956413,0.0,0.189887,0.354238096,0.945037143,0.839269286
20210100069,3000000.0,2,3064732,159471.0,0.0,3083800.0,3074276.0,F,101.32,2.24,51.32,52.45,0,0,0.75,3083800.0,1537138.0,1.024758667,1.027933333,0.44927875,0.19967111,0.84292775,0.928978777
20210100070,5000000.0,2,3731808,1001443.0,0.0,3685500.0,0.0,G,200.0,0.0,100.0,44.18,0,0,15.66666667,3685500.0,0.0,0.0,0.7371,0.2991762,0.239891534,0.30140855,0.583181266
20210100072,20000000.0,4,2179039,2166774.0,0.0,1333540.0,2653632.0,A,0.0,0.0,75.0,50.81,0,0,3.416666667,1333540.0,663408.0,0.1326816,0.066677,0.02935,0.007836667,0.037730413,0.015649917
20210100073,7000000.0,4,7821818,8231678.0,0.0,454996.0,7883797.0,A,0.0,11.98,7.5,19.1,0,0,17.25,454996.0,1970949.25,1.1262567140000002,0.064999429,0.09223571400000001,0.047265904000000004,0.8185451429999999,0.60690781
20210100074,15000000.0,5,34400963,30562880.0,1250000.0,0.0,32788863.0,A,0.0,0.0,15.86,12.12,0,0,8.0,1250000.0,6557772.6,2.1859242,0.083333333,0.303706667,1.347364333,2.213187333,1.964117245
20210100075,3000000.0,3,3409834,3424633.0,0.0,0.0,3342896.0,F,0.0,13.62,18.41,20.63,0,1,5.416666667,0.0,1114298.6670000001,1.1142986670000001,0.0,0.09150833300000001,0.1329,1.087056833,1.004674557
20210100076,7000000.0,3,10788784,8491049.0,700000.0,1106768.0,10142774.0,A,7.31,54.13,7.23,20.15,0,0,9.75,1806768.0,3380924.667,1.4489677140000001,0.258109714,0.082365393,0.284368096,1.33822375,1.298549381
20210100077,8000000.0,2,2984329,2658410.0,0.0,706305.0,2985347.0,A,17.27,0.0,46.21,66.67,0,0,3.333333333,706305.0,1492673.5,0.373168375,0.088288125,0.075030563,0.0,0.309743719,0.230551625
20210100078,3000000.0,2,1783339,1550000.0,0.0,241200.0,0.0,K,100.05,0.0,100.0,100.0,0,0,4.5,241200.0,0.0,0.0,0.0804,0.23988249999999997,0.36302566700000005,0.35493666700000004,0.203476223
20210100079,3000000.0,3,2763327,3075752.0,0.0,0.0,2763937.0,A,15.65,0.0,13.52,14.05,0,0,4.666666667,0.0,921312.3333,0.9213123329999999,0.0,0.0,0.0,0.9708901670000001,1.08749511
20210100080,20000000.0,3,17228771,11778013.0,0.0,5693659.0,16697995.0,A,58.17,0.0,84.31,101.19,0,0,8.166666667000001,5693659.0,5565998.333,0.83489975,0.28468295,0.334390675,0.39219676700000006,0.624839338,0.381944884
20210100081,3000000.0,2,2615761,2631648.0,0.0,180000.0,2647285.0,E,9.99,0.0,13.99,100.77,0,0,0.75,180000.0,1323642.5,0.882428333,0.06,0.0,0.333333333,0.8891445,1.074573223
20210100083,25000000.0,4,28500813,13851647.0,0.0,0.0,26958099.0,F,0.0,10.68,83.0,102.43,0,0,10.66666667,0.0,6739524.75,1.07832396,0.0,0.23453055,0.157266347,1.03797176,1.052910973
20210100085,80000000.0,2,67956,68098.0,0.0,0.0,0.0,A,0.0,0.0,25.0,100.33,0,0,7.583333333,0.0,0.0,0.0,0.0,0.0,0.016785417,0.000719259,0.025703721000000002
20210100086,20000000.0,2,98432,65988.0,0.0,343.0,0.0,G,0.0,0.0,0.0,0.0,0,0,2.25,343.0,0.0,0.0,1.7199999999999998e-05,6.93e-06,0.0,0.003171875,0.002390284
20210100087,21000000.0,5,17650302,12294525.0,0.0,4918000.0,12723213.0,A,37.25,0.0,65.38,43.25,0,0,12.58333333,4918000.0,2544642.6,0.6058672860000001,0.234190476,0.17734942899999998,0.16660727,0.595085083,0.517432873
20210100088,3000000.0,2,2808150,2625524.0,0.0,-3888.0,2803331.0,F,10.93,0.0,11.21,14.92,0,0,1.8333333330000001,-3888.0,1401665.5,0.934443667,-0.001296,0.043833332999999995,0.06,0.859280833,0.8643684429999999
20210100089,66000000.0,4,74746853,63777396.0,0.0,0.0,75220201.0,A,0.0,5.8,4.79,26.05,0,1,8.25,0.0,18805050.25,1.139700015,0.0,0.026849564,0.222788293,1.072906288,1.0108786159999998
20210100090,8000000.0,2,9659895,9656368.0,0.0,0.0,9656999.0,A,0.0,20.23,11.44,40.13,0,0,25.66666667,0.0,4828499.5,1.207124875,0.0,0.109375,0.43566666600000004,1.142090344,0.8242539590000001
20210100091,66000000.0,3,39813102,39459200.0,0.0,0.0,39294851.0,I,5.33,0.0,8.2,6.68,0,1,6.75,0.0,13098283.67,0.59537653,0.0,0.0,0.00520202,0.526414841,0.5229446520000001
20210100092,6000000.0,5,5972272,5068230.0,0.0,0.0,5206434.0,,12.19,0.0,7.84,43.92,0,0,9.916666667000001,0.0,1041286.8,0.8677389999999999,0.0,0.05940075,0.041536388,0.919163625,0.919635167
20210100093,62000000.0,3,60718305,11808873.0,0.0,32659384.0,37940368.0,F,0.0,0.0,75.0,135.97,0,0,13.58333333,32659384.0,12646789.33,0.611941419,0.5267642579999999,0.151751238,0.054797730999999995,0.665394278,0.90949078
20210100094,3000000.0,2,2519279,3475516.0,0.0,88349.0,2335668.0,B,0.0,0.0,12.29,18.43,0,0,2.75,88349.0,1167834.0,0.778556,0.029449667000000002,0.109822,0.1911,0.99219925,0.973970223
20210100096,5000000.0,2,2147830,2078518.0,0.0,0.0,2142710.0,F,20.98,0.0,10.1,13.93,0,1,5.916666667,0.0,1071355.0,0.42854200000000003,0.0,0.0,0.070341334,0.6537588000000001,0.630576066
20210100097,50000000.0,5,45178939,4469305.0,0.0,16860354.0,0.0,A,100.0,0.0,100.0,100.0,0,0,5.75,16860354.0,0.0,0.0,0.33720708,0.269226205,0.073617207,0.62342844,0.38056156700000005
20210100099,62000000.0,4,4227539,480667.0,0.0,0.0,0.0,A,100.0,0.0,100.0,87.56,0,0,7.833333333,0.0,0.0,0.0,0.0,0.001699274,0.000741935,0.07497264099999999,0.097525161
20210100100,10000000.0,5,8409156,9253239.0,0.0,455900.0,8434377.0,A,15.76,0.0,10.22,21.13,0,0,11.91666667,455900.0,1686875.4,0.8434377000000001,0.04559,0.06385980000000001,0.0515,0.84020275,0.8629966999999998
20210100101,39000000.0,3,42080121,38750329.0,0.0,5581172.0,42337498.0,A,16.67,5.12,10.99,10.92,0,1,13.25,5581172.0,14112499.33,1.085576872,0.143106974,0.097196545,0.132862051,1.020597962,1.0162182990000002
20210100104,27000000.0,3,27587920,24053465.0,0.0,0.0,31012184.0,A,0.0,1.49,11.28,12.37,0,0,9.583333332999999,0.0,10337394.67,1.148599407,0.0,0.100925926,0.09099742,0.986632787,0.9179399009999999
20210100105,4000000.0,2,3531340,3426618.0,0.0,0.0,3473377.0,A,0.0,0.0,8.46,37.78,0,0,2.75,0.0,1736688.5,0.86834425,0.0,0.31157725,0.557422083,0.964380125,0.6950236679999999
20210100106,3000000.0,2,2033685,2043509.0,0.0,296258.0,1983970.0,B,13.68,0.0,18.18,42.24,0,0,3.083333333,296258.0,991985.0,0.661323333,0.09875266699999999,0.21524991699999999,0.334555557,0.536992833,0.537842333
20210100107,9000000.0,3,4989426,2724157.0,0.0,1335000.0,4668988.0,I,30.0,0.0,80.33,99.9,0,0,7.75,1335000.0,1556329.333,0.518776444,0.148333333,0.148443194,0.237037037,0.508276222,0.640398259
20210100108,3000000.0,2,3040856,1007760.0,700000.0,998212.0,3043442.0,G,109.87,1.29,76.43,100.78,0,0,5.333333333,1698212.0,1521721.0,1.014480667,0.5660706670000001,0.48002108299999996,0.74000189,0.764344583,0.328945223
20210100109,5000000.0,2,1347096,226518.0,0.0,0.0,0.0,G,100.0,0.0,59.19,27.77,0,0,6.25,0.0,0.0,0.0,0.0,0.0,0.218887466,0.5185234000000001,0.651902466
20210100110,6000000.0,2,5808009,4651087.0,0.0,1462713.0,0.0,A,100.0,0.0,74.92,66.67,0,0,5.166666667,1462713.0,0.0,0.0,0.2437855,0.6299625,0.070621555,0.770689167,0.09214866699999999
20210100111,3000000.0,2,3455092,3356415.0,0.0,0.0,0.0,I,100.0,14.09,115.79,83.07,0,0,2.416666667,0.0,0.0,0.0,0.0,0.729723833,0.9565716670000001,1.108892583,0.98440011
20210100112,39000000.0,3,10549114,4577088.0,0.0,4371200.0,0.0,A,100.0,0.0,100.02,99.24,0,0,13.16666667,4371200.0,0.0,0.0,0.112082051,0.215739538,0.22069771800000001,0.251776173,0.215704726
20210100113,56000000.0,3,4783002,1414650.0,0.0,3027820.0,0.0,E,100.14,0.0,100.0,100.0,0,0,15.41666667,3027820.0,0.0,0.0,0.054068214,0.025071637999999997,0.18096871399999997,0.187740054,0.298234351
20210100114,9000000.0,2,9838483,9853124.0,0.0,0.0,9824034.0,A,0.0,7.38,21.06,37.44,0,0,6.083333333,0.0,4912017.0,1.091559333,0.0,0.168886333,0.19515696300000002,1.051194389,1.144748111
20210100115,5000000.0,6,5690132,5045055.0,0.0,0.0,5894521.0,E,90.1,13.98,65.91,73.46,0,0,13.66666667,0.0,982420.1667,1.1789041999999998,0.0,0.55020525,0.645966666,1.06055955,0.9446665340000001
20210100116,6000000.0,2,5178561,4740303.0,0.0,527496.0,4923205.0,A,56.85,0.0,19.13,69.97,0,0,8.833333332999999,527496.0,2461602.5,0.820534167,0.087916,0.159629167,0.40424222200000004,0.941473167,0.9264296670000001
20210100117,3000000.0,2,2883560,2795521.0,0.0,50000.0,2888880.0,A,10.08,0.0,21.84,17.68,0,0,0.75,50000.0,1444440.0,0.96296,0.016666667,0.16228916699999998,0.277688667,0.926630417,1.002411443
20210100119,4000000.0,2,2925674,2392610.0,0.0,307265.0,0.0,A,100.0,0.0,100.0,44.05,0,0,2.0,307265.0,0.0,0.0,0.07681625,0.26037875,0.142763583,0.535553625,0.1720785
20210100121,8000000.0,2,7979852,668058.0,0.0,6848745.0,7652253.0,F,100.27,0.0,77.5,100.1,0,0,2.0,6848745.0,3826126.5,0.956531625,0.856093125,0.830964563,1.780838834,0.818347688,2.334923166
20210100124,9000000.0,2,8837846,8337756.0,0.0,0.0,8455065.0,E,10.51,0.0,11.76,14.56,0,0,9.833333332999999,0.0,4227532.5,0.939451667,0.0,0.121978139,0.1,0.8393653059999999,0.32434825899999997
20210100127,48000000.0,3,1721164,1693845.0,0.0,0.0,1746014.0,D,21.11,0.0,49.8,100.0,0,0,14.41666667,0.0,582004.6667,0.036375292000000004,0.0,0.106940156,0.204872375,0.103608885,0.42932941700000005
20210100128,5000000.0,2,82447,68000.0,0.0,0.0,71247.0,A,100.0,0.0,97.82,99.61,0,0,1.5833333330000001,0.0,35623.5,0.0142494,0.0,0.0,0.6622468,0.1008681,0.599645734
20210100129,5000000.0,2,3916816,1468958.0,0.0,0.0,3906290.0,B,49.26,0.0,25.07,9.71,0,0,4.166666667,0.0,1953145.0,0.781258,0.0,0.17177,0.0017375999999999997,0.61441925,0.463319066
20210100130,57000000.0,4,9384116,8450471.0,0.0,789870.0,9513223.0,A,17.75,0.0,20.41,31.59,0,0,10.75,789870.0,2378305.75,0.166898649,0.013857368,0.018311412,0.031123895,0.215778193,0.30249219899999996
20210100131,25000000.0,5,20205339,15495245.0,0.0,2542175.0,21068402.0,D,37.25,0.0,75.96,78.87,0,0,8.75,2542175.0,4213680.4,0.84273608,0.101687,0.25323219,0.26733604,0.71428584,0.645479347
20210100132,5000000.0,2,5507953,4804712.0,500000.0,0.0,5503853.0,A,0.0,9.68,58.75,24.3,0,0,2.333333333,500000.0,2751926.5,1.1007706,0.1,0.3464093,0.02,0.7517659999999999,0.576694334
20210100133,48000000.0,2,49436461,24704149.0,0.0,100000.0,44146980.0,A,0.0,2.11,47.06,59.38,0,1,14.25,100000.0,22073490.0,0.91972875,0.0020833329999999997,0.072757396,0.078400194,0.933404682,0.8147707359999999
20210100134,3000000.0,2,2165863,1208292.0,0.0,1284600.0,2368301.0,G,100.0,0.0,100.0,100.0,0,0,3.083333333,1284600.0,1184150.5,0.7894336670000001,0.4282,0.391794167,0.27654666699999997,0.678002833,0.993552777
20210100135,6000000.0,3,5184680,5051350.0,0.0,0.0,0.0,H,101.16,0.0,100.09,100.0,0,0,15.25,0.0,0.0,0.0,0.0,0.800518542,1.066384778,0.5207637079999999,0.432620888
20210100136,58000000.0,4,23719,45155.0,0.0,0.0,21671.0,B,0.0,0.0,75.0,121.29,0,0,12.0,0.0,5417.75,0.00037363800000000003,0.0,0.0,0.0,0.004116078,0.046643575
20210100137,36000000.0,4,40694972,37754972.0,0.0,89000.0,0.0,A,84.8,0.0,81.8,101.5,0,0,7.666666667,89000.0,0.0,0.0,0.002472222,0.8563055559999999,1.095601852,1.017793938,1.012317972
20210100138,10000000.0,2,9095266,2653726.0,0.0,663470.0,9040157.0,F,16.74,1.29,22.62,33.33,0,0,5.416666667,663470.0,4520078.5,0.9040157,0.066347,0.040337225,0.119433867,0.886463375,0.871697067
20210100139,5000000.0,4,5113059,5113552.0,0.0,0.0,4549603.0,E,0.0,2.57,2.59,-75.4,2,0,15.33333333,0.0,1137400.75,0.9099206,0.0,0.28125500000000003,0.2804954,0.76093625,0.3098
20210100141,51000000.0,6,40466328,41970110.0,0.0,1203059.0,40251125.0,A,32.58,0.0,10.48,7.43,0,0,8.75,1203059.0,6708520.833,0.789237745,0.023589392,0.077147966,0.073202621,0.8144774359999999,0.833135765
20210100142,78000000.0,3,13754728,4640666.0,0.0,0.0,3829500.0,A,0.0,0.0,75.0,100.0,0,0,8.75,0.0,1276500.0,0.049096154,0.0,0.042406506,0.017605671,0.094780147,0.028978214
20210100143,5000000.0,2,3690227,3574722.0,0.0,0.0,3682624.0,A,18.35,0.0,22.2,80.7,0,1,3.416666667,0.0,1841312.0,0.7365248000000001,0.0,0.0,0.218117334,0.78511315,0.8010998659999999
20210100144,9000000.0,2,3264378,3228560.0,0.0,0.0,3229179.0,A,0.0,0.0,9.23,12.96,0,1,10.58333333,0.0,1614589.5,0.35879766700000004,0.0,0.0,0.0,0.385441611,0.45670255600000004
20210100145,16000000.0,3,16520956,6271439.0,0.0,68000.0,15893506.0,B,19.49,3.43,60.07,75.74,0,0,7.083333333,68000.0,5297835.333000001,0.993344125,0.00425,0.123665531,0.17357318800000002,1.059739281,0.87692175
20210100146,28000000.0,3,1721164,399218.0,0.0,1590000.0,0.0,A,0.0,0.0,113.14,78.04,0,0,11.91666667,1590000.0,0.0,0.0,0.056785714,0.0434335,0.09283119,0.027723393,0.09807639300000001
20210100147,80000000.0,2,65628,97666.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0,1,2.916666667,0.0,0.0,0.0,0.0,0.0,0.0,0.000355409,0.00018329200000000002
