id,creditlimit,n_cards,os_balance,os_billing,tot_cash_advance_trx,tot_retail_trx,remaining_unpaid_balance,branchcode,rasio_pembayaranpayment_ratio,overlimit_pct,payment_ration_3months,payment_ration_6months,deliquncy_score,loan_tenure,total_trx,remaining_statement_balance_per_n_cards,remaining_statement_balance_per_limit,total_trx_per_limit,tot_trx_3months_per_limit,tot_trx_6months_per_limit,utilization_Rate_3months,utilization_Rate_6months
20210107110,5000000.0,4,5083005,4272352.0,0.0,419930.0,5077956.0,J,35.3,1.94,15.3,12.8,0,8.58,419930.0,1269489.0,1.02,0.084,0.021,0.184,0.98,1.03
20210100262,5000000.0,3,3990177,2383063.0,0.0,2433537.0,0.0,J,100.0,0.0,97.55,89.1,0,8.833333332999999,2433537.0,0.0,0.0,0.48670740000000007,0.41298959999999996,0.7916666659999999,0.75644095,1.452556734
20210109770,66000000.0,6,65159301,62513923.0,0.0,9186000.0,72586700.0,E,18.9,7.55,49.3,34.6,0,13.8,9186000.0,12097783.0,1.1,0.139,0.311,0.349,0.993,0.899
20210105962,7000000.0,3,1453836,1452319.0,0.0,1385657.0,0.0,A,100.0,0.0,42.1,100.0,0,9.67,1385657.0,0.0,0.0,0.198,0.223,0.289,0.268,0.34299999999999997
20210111703,30000000.0,3,15956004,9535035.0,0.0,10459995.0,0.0,A,100.0,0.0,40.2,52.7,0,5.58,10459995.0,0.0,0.0,0.349,0.324,0.124,0.449,0.168
20210107798,3000000.0,2,2770666,3085633.0,0.0,26000.0,2763937.0,I,9.59,0.0,14.1,16.4,0,2.67,26000.0,1381969.0,0.9209999999999999,0.00867,0.0469,0.115,0.932,0.975
20210115257,6000000.0,3,4501065,2121340.0,0.0,4110868.0,0.0,A,100.0,0.0,100.0,100.0,0,7.83,4110868.0,0.0,0.0,0.685,0.5539999999999999,0.893,0.581,0.664
20210104475,5000000.0,5,7312319,7259341.0,0.0,267000.0,7314762.0,E,0.0,52.6,2.36,67.8,0,12.3,267000.0,1462952.0,1.46,0.0534,0.0,2.25,1.45,1.16
20210110718,4000000.0,2,4118371,2341460.0,0.0,0.0,3161655.0,A,0.0,6.14,50.1,149.0,0,0.833,0.0,1580828.0,0.79,0.0,0.28600000000000003,0.426,1.07,0.9620000000000001
20210104055,28000000.0,6,26176616,25423088.0,0.0,20000.0,23799376.0,A,0.0,0.0,5.42,10.6,0,17.4,20000.0,3966563.0,0.85,0.000714,0.0445,0.12,0.943,0.9740000000000001
20210110091,80000000.0,4,37702984,32660808.0,0.0,1070746.0,37812971.0,A,0.0,0.0,9.44,70.0,0,10.8,1070746.0,9453243.0,0.473,0.0134,0.00352,0.0583,0.46399999999999997,0.483
20210103638,10000000.0,2,6022443,4916511.0,0.0,0.0,4907399.0,A,99.6,0.0,86.6,114.0,0,3.5,0.0,2453700.0,0.491,0.0,0.248,0.02,0.613,0.135
20210112185,15000000.0,2,13383254,12400527.0,0.0,42000.0,10790302.0,J,32.1,0.0,50.0,8.3,0,16.0,42000.0,5395151.0,0.7190000000000001,0.0028,0.172,0.46299999999999997,0.856,1.36
20210106649,40000000.0,3,8682388,6269595.0,0.0,2617119.0,0.0,F,100.0,0.0,97.7,100.0,0,3.5,2617119.0,0.0,0.0,0.0654,0.139,0.16,0.161,0.0929
20210101759,70000000.0,3,3355692,3217883.0,0.0,0.0,2762999.0,I,0.0,0.0,31.1,63.35,0,16.66666667,0.0,920999.6667,0.039471413999999996,0.0,0.0027982140000000003,0.055527575999999995,0.044120335999999996,0.037226857
20210112357,3000000.0,2,1174200,879730.0,400000.0,356976.0,1194122.0,A,10.4,0.0,49.3,63.5,0,2.42,756976.0,597061.0,0.39799999999999996,0.252,0.23600000000000002,0.267,0.26,0.6629999999999999
20210106909,58000000.0,3,39623590,39592393.0,0.0,1432000.0,39793893.0,I,0.0,0.0,51.0,49.2,0,18.8,1432000.0,13264631.0,0.6859999999999999,0.0247,0.19699999999999998,0.0671,0.765,0.324
20210111734,5000000.0,2,2726909,2725564.0,0.0,0.0,2725564.0,I,0.0,0.0,14.1,9.58,0,9.25,0.0,1362782.0,0.545,0.0,0.0197,0.0692,0.635,0.6920000000000001
20210100993,13000000.0,2,3243420,634774.0,0.0,60000.0,0.0,B,104.11,0.0,100.0,100.0,0,3.25,60000.0,0.0,0.0,0.004615385,0.113519231,0.089051282,0.213708423,0.08969230800000001
20210113561,8000000.0,2,7867898,7869934.0,0.0,455022.0,7899615.0,A,13.8,0.0,3.84,23.3,0,4.5,455022.0,3949808.0,0.987,0.0569,0.0788,0.133,0.983,0.956
20210110086,92000000.0,2,95064404,69888449.0,4350000.0,0.0,85549267.0,F,0.0,0.0,13.0,45.7,0,13.5,4350000.0,42774634.0,0.93,0.0473,0.0338,0.215,0.846,0.682
20210103200,3000000.0,3,3091676,3086816.0,0.0,0.0,3077800.0,J,0.0,3.05,20.9,30.1,0,4.08,0.0,1025933.0,1.03,0.0,0.18100000000000002,0.331,0.893,0.7879999999999999
20210105045,3000000.0,2,2160546,2075073.0,0.0,0.0,2167073.0,B,0.0,0.0,10.0,10.0,0,4.58,0.0,1083537.0,0.722,0.0,0.0,0.0,0.6459999999999999,0.6970000000000001
20210113994,38000000.0,3,474966,492638.0,0.0,0.0,0.0,B,0.0,0.0,0.0,0.0,0,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.00417,2.62e-05
20210102246,3000000.0,3,1051780,1099596.0,0.0,1060200.0,1435333.0,F,0.0,0.0,50.0,64.8,0,6.83,1060200.0,478444.0,0.478,0.353,0.0978,0.33799999999999997,0.25,0.8
20210106370,3000000.0,2,381015,343000.0,0.0,0.0,368325.0,D,82.9,0.0,75.0,100.0,0,2.83,0.0,184163.0,0.12300000000000001,0.0,0.0462,0.0136,0.12300000000000001,0.0667
20210110680,4000000.0,2,484080,462795.0,0.0,0.0,0.0,A,100.0,0.0,75.0,0.0,0,7.67,0.0,0.0,0.0,0.0,0.139,0.0,0.136,0.0
20210101768,7000000.0,2,3818126,3709778.0,0.0,1637400.0,3785309.0,A,0.0,0.0,62.59,80.82,0,9.666666667000001,1637400.0,1892654.5,0.540758429,0.23391428600000003,0.174625143,0.103428571,0.253337214,0.156088571
20210107155,85000000.0,5,69209069,12701042.0,0.0,4154380.0,16216087.0,F,13.7,0.0,110.0,100.0,0,17.5,4154380.0,3243217.0,0.191,0.0489,0.174,0.235,0.8740000000000001,0.644
20210101809,118000000.0,4,41014810,28946915.0,0.0,13224953.0,37139738.0,F,69.28,0.0,67.45,86.62,0,22.33333333,13224953.0,9284934.5,0.314743542,0.112075873,0.161573066,0.012468314,0.226091398,0.000696268
20210100157,84000000.0,5,102866548,20503689.0,0.0,11050908.0,103406965.0,I,200.0,16.56,97.93,0.0,0,10.66666667,11050908.0,20681393.0,1.231035298,0.131558429,0.092989929,0.110134921,1.071990188,0.9693286390000001
20210107853,5000000.0,2,5726477,1298669.0,0.0,582999.0,770810.0,A,0.0,14.1,85.9,100.0,0,0.75,582999.0,385405.0,0.154,0.11699999999999999,0.147,0.368,1.07,1.1
20210108757,5000000.0,2,2919897,2274694.0,2000000.0,68200.0,2574147.0,A,10.1,0.0,22.1,13.8,0,1.83,2068200.0,1287074.0,0.515,0.414,0.0774,0.0643,0.502,0.8240000000000001
20210105788,54000000.0,3,32430657,25485571.0,0.0,1136704.0,27000000.0,A,0.0,0.0,15.8,19.4,0,13.6,1136704.0,8991526.0,0.5,0.0211,0.0245,0.0299,0.544,0.562
20210104910,62000000.0,3,26647534,24598814.0,0.0,0.0,25650901.0,A,8.72,0.0,26.3,48.7,0,9.67,0.0,8550300.0,0.414,0.0,0.0949,0.0703,0.382,0.17800000000000002
20210111259,12000000.0,2,868683,593369.0,0.0,269998.0,961511.0,B,0.0,0.0,71.5,144.0,0,5.67,269998.0,480756.0,0.0801,0.0225,0.0264,0.0144,0.0506,0.0195
20210113612,80000000.0,2,13969059,5391444.0,0.0,47501.0,3829500.0,A,0.0,0.0,29.9,70.4,0,11.8,47501.0,1914750.0,0.0479,0.000594,0.0318,0.0651,0.17800000000000002,0.0671
20210100897,95000000.0,3,13365297,12796992.0,0.0,0.0,0.0,A,100.0,0.0,100.0,133.34,0,11.91666667,0.0,0.0,0.0,0.0,0.0368698,0.034784611,0.137767992,0.080321186
20210109092,36000000.0,2,205403,231463.0,0.0,837.0,202690.0,A,100.0,0.0,6903.0,0.0,0,7.42,837.0,101345.0,0.00563,2.33e-05,0.392,0.37799999999999995,0.16399999999999998,0.185
20210110592,13000000.0,2,12338215,1320751.0,0.0,1209824.0,0.0,A,0.0,0.0,59.7,76.0,0,5.0,1209824.0,0.0,0.0,0.0931,0.0581,0.312,1.11,1.08
20210107327,65000000.0,4,3380696,3144729.0,0.0,782400.0,0.0,B,100.0,0.0,58.3,10.0,0,15.0,782400.0,0.0,0.0,0.012,0.0128,0.0,0.0365,0.0134
20210113551,3000000.0,2,3679173,3575220.0,0.0,0.0,3586261.0,B,0.0,22.5,112.0,100.0,0,4.75,0.0,1793131.0,1.2,0.0,0.7070000000000001,0.23,0.9620000000000001,0.653
20210106978,3000000.0,2,2093721,2108455.0,0.0,0.0,2084426.0,H,19.2,0.0,29.9,33.4,0,3.33,0.0,1042213.0,0.695,0.0,0.20800000000000002,0.5539999999999999,0.7120000000000001,0.9309999999999999
20210109100,3000000.0,2,2538751,1600979.0,200000.0,483952.0,2355318.0,F,34.9,0.0,24.4,59.7,0,5.67,683952.0,1177659.0,0.785,0.228,0.16699999999999998,0.312,0.836,1.13
20210106875,5000000.0,2,3455911,4126593.0,0.0,0.0,3828386.0,C,0.0,0.0,8.68,13.3,0,1.17,0.0,1914193.0,0.7659999999999999,0.0,0.0,0.0,0.727,0.86
20210108201,7000000.0,2,266413,260469.0,0.0,276720.0,0.0,A,98.4,0.0,19.6,0.0,0,7.67,276720.0,0.0,0.0,0.0395,0.0117,0.009309999999999999,0.0235,0.0
20210106129,3000000.0,2,3427499,1679212.0,0.0,0.0,2370638.0,A,5.91,15.1,57.4,71.8,0,5.92,0.0,1185319.0,0.79,0.0,0.0833,0.187,1.04,0.8690000000000001
20210112490,5000000.0,3,4880938,4885099.0,0.0,3118463.0,0.0,I,140.0,0.0,100.0,100.0,0,2.08,3118463.0,0.0,0.0,0.624,0.631,0.747,0.691,0.774
20210102738,20000000.0,2,8917242,8732873.0,0.0,0.0,8922927.0,A,0.0,0.0,10.3,9.67,0,1.0,0.0,4461464.0,0.446,0.0,0.0396,0.0354,0.406,0.373
20210114903,25000000.0,2,10401656,404945.0,0.0,9850065.0,0.0,B,100.0,0.0,49.8,66.7,0,15.5,9850065.0,0.0,0.0,0.39399999999999996,0.10099999999999999,0.0712,0.114,0.0691
20210106259,5000000.0,2,5571897,5585264.0,0.0,1150400.0,5492170.0,A,20.3,10.8,63.0,48.4,0,4.42,1150400.0,2746085.0,1.1,0.23,0.387,0.04,1.0,0.26
20210109862,150000000.0,3,221497,143819.0,0.0,197200.0,218541.0,A,100.0,0.0,80.7,103.0,0,16.5,197200.0,72847.0,0.00146,0.00131,0.0371,0.133,0.0424,0.268
20210107271,7000000.0,2,7095024,6601072.0,0.0,134600.0,7126252.0,A,27.0,1.1,18.7,24.6,0,2.67,134600.0,3563126.0,1.02,0.0192,0.096,0.12,0.9159999999999999,0.9540000000000001
20210111722,20000000.0,2,232897,224273.0,0.0,826.0,232678.0,A,99.0,0.0,37.4,72.2,0,3.25,826.0,116339.0,0.0116,4.13e-05,0.18100000000000002,0.325,0.294,0.467
20210109073,4000000.0,2,4583528,1522067.0,1150000.0,1167470.0,3748425.0,A,483.0,14.0,91.2,39.8,0,1.67,2317470.0,1874213.0,0.937,0.579,1.0,1.28,0.327,0.444
20210100906,20000000.0,2,2214957,2137382.0,600000.0,343001.0,0.0,A,100.0,0.0,112.57,76.62,0,4.0,943001.0,0.0,0.0,0.04715005,0.114919063,0.15114456699999998,0.18163706300000002,0.27785278399999996
20210107436,8000000.0,3,77163,57535.0,0.0,0.0,0.0,A,99.8,0.0,97.8,71.0,0,8.92,0.0,0.0,0.0,0.0,0.0,0.25,0.063,0.375
20210109467,8000000.0,2,3777295,1277648.0,0.0,2245800.0,4008025.0,D,100.0,0.0,100.0,100.0,0,1.08,2245800.0,2000000.0,0.501,0.281,0.156,0.205,0.294,0.326
20210107616,5000000.0,2,3575546,3575322.0,0.0,0.0,3566541.0,C,15.7,0.0,16.2,26.8,0,0.833,0.0,1783271.0,0.713,0.0,0.0,0.12,0.73,0.821
20210108633,10000000.0,2,7959062,6680205.0,0.0,2895880.0,0.0,A,0.0,0.0,74.6,82.7,0,8.25,2895880.0,0.0,0.0,0.29,0.42700000000000005,0.33299999999999996,0.675,0.465
20210100430,12000000.0,1,8740911,8815996.0,0.0,0.0,8568179.0,A,0.0,0.0,5.59,6.81,1,3.0,0.0,8568179.0,0.7140149170000001,0.0,0.041666667000000004,0.058261194,0.703658917,0.7361308329999999
20210100695,3000000.0,2,1774225,259558.0,0.0,2127848.0,0.0,B,200.0,0.0,125.0,100.0,0,4.666666667,2127848.0,0.0,0.0,0.709282667,0.194812583,0.49076666700000005,0.35179641700000003,0.44730666700000005
20210115324,5000000.0,2,2461319,1768150.0,0.0,657316.0,2628666.0,B,100.0,0.05,30.6,41.1,0,7.83,657316.0,1314333.0,0.526,0.131,0.16699999999999998,0.33299999999999996,0.557,0.919
20210108571,30000000.0,3,29421757,28000000.0,0.0,9500.0,28000000.0,A,10.0,0.0,16.2,26.8,0,9.17,9500.0,9331711.0,0.9329999999999999,0.000317,0.196,0.09,0.8759999999999999,0.757
20210100283,6000000.0,2,435782,428000.0,0.0,1618.0,429035.0,A,100.0,0.0,100.0,100.0,0,5.25,1618.0,214517.5,0.071505833,0.000269667,0.0,0.0,0.10956566699999999,0.148125
20210109974,23000000.0,2,8303732,1207362.0,0.0,1825361.0,9806991.0,A,100.0,0.0,100.0,89.9,0,9.75,1825361.0,4903496.0,0.426,0.0794,0.109,0.146,0.292,0.192
20210109231,19000000.0,2,7282088,803948.0,0.0,0.0,0.0,K,99.9,0.0,49.3,52.0,0,5.83,0.0,0.0,0.0,0.0,0.122,0.127,0.43799999999999994,0.182
20210100866,5000000.0,2,168764,169149.0,0.0,0.0,188134.0,I,152.26,0.0,65.25,0.0,0,3.166666667,0.0,94067.0,0.0376268,0.0,0.02184145,0.009652334,0.0170716,0.020909
20210113058,8000000.0,2,5913208,5925087.0,0.0,269998.0,5959226.0,A,0.0,0.0,7.75,22.1,0,1.92,269998.0,2979613.0,0.745,0.0337,0.105,0.10800000000000001,0.7170000000000001,0.541
20210113424,23000000.0,4,24962677,24832812.0,0.0,1359780.0,24931598.0,F,8.54,8.49,50.0,51.4,0,4.5,1359780.0,6232900.0,1.08,0.0591,0.27699999999999997,0.87,1.08,0.951
20210113028,8000000.0,2,7984829,7819397.0,0.0,0.0,0.0,A,100.0,1.75,125.0,141.0,0,4.33,0.0,0.0,0.0,0.0,0.345,0.217,0.8759999999999999,0.302
20210100681,3000000.0,2,3792362,3666449.0,0.0,105000.0,3777084.0,F,5.47,27.04,534.35,65.05,0,1.166666667,105000.0,1888542.0,1.259028,0.035,0.8603333329999999,0.677722223,1.198928083,0.9805947770000001
20210101642,5000000.0,2,5928395,5919496.0,0.0,-268000.0,6028594.0,F,0.0,18.9,7.87,10.06,0,1.083333333,-268000.0,3014297.0,1.2057188,-0.0536,0.01776095,0.098373334,1.09701485,0.952006934
20210115462,3000000.0,2,2044082,758916.0,0.0,205000.0,0.0,B,100.0,0.0,104.0,66.7,0,4.0,205000.0,0.0,0.0,0.0683,0.28,0.617,0.787,1.06
20210111591,13000000.0,2,10311294,8967539.0,0.0,408605.0,9070350.0,A,10.0,0.0,12.0,14.5,0,8.75,408605.0,4535175.0,0.698,0.0314,0.079,0.0703,0.7929999999999999,0.78
20210107792,10000000.0,2,2701069,2632116.0,0.0,0.0,2693549.0,A,0.0,0.0,10.5,34.6,0,2.75,0.0,1346775.0,0.26899999999999996,0.0,0.0126,0.159,0.27699999999999997,0.251
20210112777,25000000.0,3,22260087,22058743.0,0.0,-550264.0,22102509.0,A,0.0,0.0,10.4,11.0,0,9.0,-550264.0,7367503.0,0.884,-0.022000000000000002,0.0779,0.121,0.826,0.813
20210107433,8000000.0,2,567238,301238.0,0.0,2288.0,212908.0,B,100.0,0.0,100.0,100.0,0,4.25,2288.0,106454.0,0.0266,0.000286,0.0164,0.00146,0.14800000000000002,0.273
20210107514,5000000.0,2,4541709,4214941.0,0.0,512900.0,4516718.0,A,17.2,0.0,7.24,6.23,0,5.58,512900.0,2258359.0,0.903,0.10300000000000001,0.0342,0.165,0.8109999999999999,0.77
20210104126,7000000.0,4,106773,88658.0,0.0,500.0,116921.0,A,48.3,0.0,25.0,0.0,0,12.6,500.0,29230.0,0.0167,7.140000000000001e-05,5.65e-05,0.002,0.0242,0.016
20210102220,5000000.0,2,5775494,4125626.0,0.0,4124650.0,0.0,A,100.0,16.3,72.5,104.0,0,3.25,4124650.0,0.0,0.0,0.825,0.503,0.545,0.574,0.495
20210103183,10000000.0,2,5213972,2117641.0,0.0,0.0,1678682.0,F,100.0,0.0,75.0,100.0,0,8.83,0.0,839341.0,0.168,0.0,0.0,0.233,0.535,0.637
20210113595,19000000.0,2,12566532,6043645.0,1500000.0,7895174.0,0.0,K,100.0,0.0,100.0,100.0,0,1.67,9395174.0,0.0,0.0,0.494,0.237,0.14300000000000002,0.405,0.132
20210111495,13000000.0,2,1048693,1006000.0,0.0,68000.0,0.0,A,0.0,0.0,100.0,80.0,0,3.25,68000.0,0.0,0.0,0.005229999999999999,0.0643,0.154,0.0596,0.107
20210108270,53000000.0,2,5075527,1038887.0,0.0,3500000.0,0.0,,99.9,0.0,79.1,68.0,0,9.67,3500000.0,0.0,0.0,0.066,0.0234,0.0114,0.0584,0.0931
20210110331,13000000.0,3,14709114,11452919.0,0.0,0.0,14484445.0,B,3.11,14.2,46.6,50.0,0,7.92,0.0,4828148.0,1.11,0.0,0.319,0.0,0.5579999999999999,0.0223
20210109441,45000000.0,2,40400228,6738074.0,0.0,6371137.0,0.0,A,100.0,0.0,49.8,47.5,0,5.17,6371137.0,0.0,0.0,0.142,0.0476,0.0977,0.9670000000000001,0.993
20210112909,5000000.0,2,2208441,2227060.0,0.0,247500.0,2285647.0,A,22.2,0.0,30.7,19.2,0,2.83,247500.0,1142824.0,0.457,0.0495,0.0794,0.0008359999999999999,0.349,0.537
20210109616,7000000.0,3,65320,58000.0,0.0,0.0,0.0,B,95.4,0.0,47.4,66.7,0,10.5,0.0,0.0,0.0,0.0,0.0,0.0069299999999999995,0.006370000000000001,0.0232
20210104899,40000000.0,3,42281368,40703917.0,0.0,157950.0,41312234.0,A,0.0,5.31,29.3,23.1,0,4.92,157950.0,13770745.0,1.03,0.00395,0.228,0.16,1.03,1.05
20210112458,6000000.0,2,4067378,2287646.0,0.0,0.0,3882980.0,A,100.0,0.0,100.0,102.0,0,1.83,0.0,1941490.0,0.647,0.0,0.0,0.146,0.787,0.794
20210102023,39000000.0,3,17337534,10255021.0,0.0,7148774.0,17109825.0,A,60.1,0.0,33.7,10.7,0,9.17,7148774.0,5703275.0,0.439,0.183,0.0989,0.16899999999999998,0.36700000000000005,0.55
20210110536,80000000.0,2,32078738,14732048.0,0.0,29362660.0,1971487.0,A,100.0,0.0,1076.0,12613.0,0,20.1,29362660.0,985744.0,0.0246,0.36700000000000005,0.278,0.00461,0.131,0.0736
20210112549,9000000.0,2,286303,253750.0,0.0,0.0,0.0,A,100.0,0.0,100.0,100.0,0,9.58,0.0,0.0,0.0,0.0,0.0245,0.0227,0.0265,0.0474
20210102662,48000000.0,2,11260244,11000000.0,0.0,6251500.0,10888509.0,A,26.1,0.0,43.7,68.6,0,11.9,6251500.0,5444255.0,0.22699999999999998,0.13,0.0577,0.0848,0.221,0.198
20210102488,20000000.0,5,25082323,24932323.0,1000000.0,0.0,0.0,I,100.0,11.5,61.0,42.9,0,2.92,1000000.0,0.0,0.0,0.05,0.387,0.0621,0.742,0.183
20210109927,50000000.0,3,38757710,15148250.0,0.0,0.0,38729978.0,A,0.0,0.0,43.7,100.0,0,14.2,0.0,12909993.0,0.775,0.0,0.036000000000000004,0.0879,0.695,0.7509999999999999
20210113616,3000000.0,2,1867657,1302792.0,0.0,571187.0,959624.0,I,100.0,0.0,100.0,70.0,0,4.58,571187.0,479812.0,0.32,0.19,0.19399999999999998,0.059000000000000004,0.466,0.0
20210102367,4000000.0,2,1373303,850617.0,0.0,490001.0,0.0,K,100.0,0.0,100.0,100.0,0,6.0,490001.0,0.0,0.0,0.12300000000000001,0.0955,0.0229,0.406,0.23800000000000002
20210101240,13000000.0,2,31685,48455.0,0.0,0.0,0.0,A,101.49,0.0,100.0,133.33,0,5.666666667,0.0,0.0,0.0,0.0,0.006310095999999999,0.016020513,0.007497308,0.011818872
20210101419,9000000.0,3,1395315,1072813.0,0.0,350000.0,0.0,A,100.0,0.0,100.0,100.0,0,11.83333333,350000.0,0.0,0.0,0.038888888999999996,0.028888888999999997,0.066954852,0.257911389,0.370768592
20210108370,7000000.0,2,3693060,3549682.0,0.0,126947.0,3731658.0,A,14.1,0.0,57.2,60.4,0,10.5,126947.0,1865829.0,0.5329999999999999,0.0181,0.21100000000000002,0.166,0.39399999999999996,0.0806
20210106209,6000000.0,2,6496163,6136738.0,0.0,0.0,6491218.0,F,0.0,7.38,32.2,28.9,0,3.67,0.0,3245609.0,1.08,0.0,0.184,0.278,0.9670000000000001,0.938
20210109568,10000000.0,2,8816235,8816235.0,0.0,0.0,8808531.0,B,15.4,0.0,6.88,11.4,0,9.67,0.0,4404266.0,0.8809999999999999,0.0,0.0729,0.0567,0.893,0.945
20210109406,50000000.0,6,3264638,3397113.0,0.0,0.0,3309812.0,A,0.0,0.0,25.0,100.0,0,7.5,0.0,551635.0,0.0662,0.0,0.0154,0.00476,0.0376,0.00941
20210104781,6000000.0,2,2997048,99000.0,0.0,2928552.0,0.0,J,100.0,0.0,35.5,50.8,0,5.33,2928552.0,0.0,0.0,0.488,0.128,0.0464,0.171,0.145
20210112461,81000000.0,5,850584,413900.0,0.0,626271.0,0.0,A,100.0,0.0,84.1,29.9,0,13.6,626271.0,0.0,0.0,0.00773,0.00799,0.0043100000000000005,0.0139,0.0165
20210113654,3000000.0,2,3430930,2120566.0,0.0,0.0,3228444.0,C,0.0,14.4,36.3,59.0,0,0.75,0.0,1614222.0,1.08,0.0,0.233,0.212,1.01,0.627
20210105301,10000000.0,2,576500,208250.0,0.0,333782.0,670964.0,A,0.0,0.0,76.5,99.1,0,1.42,333782.0,335482.0,0.0671,0.0334,0.0188,0.0225,0.0282,0.0231
20210113814,37000000.0,5,10372453,2172994.0,0.0,0.0,4499001.0,I,100.0,0.0,100.0,100.0,0,21.0,0.0,900000.0,0.122,0.0,0.1,0.245,0.281,0.33399999999999996
20210101432,5000000.0,2,2772815,2773019.0,0.0,0.0,2823716.0,F,0.0,0.0,10.46,10.18,0,2.916666667,0.0,1411858.0,0.5647432,0.0,0.0,0.0,0.6124331999999999,0.654864934
20210112922,45000000.0,2,13708921,1603914.0,0.0,0.0,0.0,A,0.0,0.0,50.0,61.3,0,6.33,0.0,0.0,0.0,0.0,0.0706,0.00799,0.223,0.0637
20210107998,3000000.0,2,3459819,3455465.0,0.0,0.0,3442670.0,J,0.0,15.5,25.0,41.5,0,4.92,0.0,1721335.0,1.15,0.0,0.106,0.21600000000000003,0.8959999999999999,0.914
20210103738,5000000.0,3,5934148,4714000.0,0.0,173600.0,5746069.0,I,0.0,18.9,14.3,44.1,0,4.0,173600.0,1915356.0,1.15,0.0347,0.113,0.214,1.1,1.0
20210107474,5000000.0,2,966397,806727.0,200000.0,175714.0,800708.0,A,99.6,0.0,103.0,66.7,0,5.0,375714.0,400000.0,0.16,0.0751,0.261,1.27,1.56,1.83
20210101807,8000000.0,2,5659854,4533310.0,0.0,808650.0,5674740.0,H,44.15,0.0,60.0,100.0,0,6.166666667,808650.0,2837370.0,0.7093425,0.10108125,0.230752875,0.24302375,0.590062938,0.287069791
20210115438,6000000.0,2,6845824,6028008.0,0.0,324872.0,6845824.0,A,10.6,14.0,22.7,22.8,0,5.58,324872.0,3422912.0,1.14,0.0541,0.20600000000000002,0.163,0.9490000000000001,0.628
20210104601,10000000.0,2,67490,50000.0,0.0,0.0,76345.0,K,0.0,0.0,25.7,100.0,0,6.25,0.0,38173.0,0.00763,0.0,0.0,0.0142,0.0167,0.0295
20210109075,72000000.0,7,45992694,59159046.0,0.0,0.0,46627679.0,F,0.0,0.0,8.54,9.89,0,12.6,0.0,6661097.0,0.648,0.0,0.0525,0.0354,0.626,0.669
20210114404,7000000.0,2,7206136,413310.0,0.0,16497.0,4209330.0,A,100.0,2.62,75.0,100.0,0,9.83,16497.0,2104665.0,0.601,0.00236,0.25,0.0,0.8340000000000001,0.778
20210103634,42000000.0,3,1920421,1906364.0,0.0,840885.0,0.0,A,100.0,0.0,29.3,50.0,0,9.33,840885.0,0.0,0.0,0.02,0.0129,0.006229999999999999,0.0155,0.0020399999999999997
